Step 1: Assigning value to cell (5, 1)
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 21: Assigning value to cell (4, 0)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 22: Assigning value to cell (4, 4)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 23: Assigning value to cell (4, 5)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 24: Assigning value to cell (5, 0)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 25: Assigning value to cell (5, 1)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 26: Assigning value to cell (5, 3)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 27: Assigning value to cell (5, 4)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 28: Assigning value to cell (5, 5)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 29: Assigning value to cell (5, 8)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
Cell (5, 4): Domain 000100000
Cell (5, 5): Domain 100000000
Cell (5, 6): Domain 010000000
Cell (5, 7): Domain 000010000
Cell (5, 8): Domain 000000010
Cell (6, 0): Domain 010000000
Cell (6, 1): Domain 000000001
Cell (6, 2): Domain 001000000
Cell (6, 3): Domain 000000010
Cell (6, 4): Domain 000000100
Cell (6, 5): Domain 000100000
Cell (6, 6): Domain 000010000
Cell (6, 7): Domain 000001000
Cell (6, 8): Domain 100000000
Cell (7, 0): Domain 000100000
Cell (7, 1): Domain 000010000
Cell (7, 2): Domain 000000010
Cell (7, 3): Domain 100000000
Cell (7, 4): Domain 000001000
Cell (7, 5): Domain 001000000
Cell (7, 6): Domain 000000001
Cell (7, 7): Domain 000000100
Cell (7, 8): Domain 010000000
Cell (8, 0): Domain 000001000
Cell (8, 1): Domain 100000000
Cell (8, 2): Domain 000000100
Cell (8, 3): Domain 010000000
Cell (8, 4): Domain 000000001
Cell (8, 5): Domain 000010000
Cell (8, 6): Domain 000000010
Cell (8, 7): Domain 000100000
Cell (8, 8): Domain 001000000

Step 30: Assigning value to cell (6, 1)
Cell (0, 0): Domain 100000000
Cell (0, 1): Domain 000000100
Cell (0, 2): Domain 000001000
Cell (0, 3): Domain 000000001
Cell (0, 4): Domain 000010000
Cell (0, 5): Domain 000000010
Cell (0, 6): Domain 001000000
Cell (0, 7): Domain 010000000
Cell (0, 8): Domain 000100000
Cell (1, 0): Domain 000000010
Cell (1, 1): Domain 001000000
Cell (1, 2): Domain 000010000
Cell (1, 3): Domain 000100000
Cell (1, 4): Domain 010000000
Cell (1, 5): Domain 000000100
Cell (1, 6): Domain 000001000
Cell (1, 7): Domain 100000000
Cell (1, 8): Domain 000000001
Cell (2, 0): Domain 000000001
Cell (2, 1): Domain 000100000
Cell (2, 2): Domain 010000000
Cell (2, 3): Domain 001000000
Cell (2, 4): Domain 100000000
Cell (2, 5): Domain 000001000
Cell (2, 6): Domain 000000100
Cell (2, 7): Domain 000000010
Cell (2, 8): Domain 000010000
Cell (3, 0): Domain 000000100
Cell (3, 1): Domain 000000010
Cell (3, 2): Domain 000100000
Cell (3, 3): Domain 000010000
Cell (3, 4): Domain 001000000
Cell (3, 5): Domain 010000000
Cell (3, 6): Domain 100000000
Cell (3, 7): Domain 000000001
Cell (3, 8): Domain 000001000
Cell (4, 0): Domain 000010000
Cell (4, 1): Domain 010000000
Cell (4, 2): Domain 100000000
Cell (4, 3): Domain 000001000
Cell (4, 4): Domain 000000010
Cell (4, 5): Domain 000000001
Cell (4, 6): Domain 000100000
Cell (4, 7): Domain 001000000
Cell (4, 8): Domain 000000100
Cell (5, 0): Domain 001000000
Cell (5, 1): Domain 000001000
Cell (5, 2): Domain 000000001
Cell (5, 3): Domain 000000100
